,doc_length
2555,2446
2556,4292
2557,717
2558,4065
2559,5672
2560,1458
2561,1142
2562,727
2563,2945
2564,2069
2565,2857
2566,2584
2567,947
2568,719
2569,2294
2570,3226
2571,1253
2572,1978
2573,2761
2574,2926
2575,4183
2576,3016
2577,1251
2578,731
2579,3190
2580,1283
2581,3129
2582,3196
2583,984
2584,3164
2585,1328
2586,556
2587,432
2588,3428
2589,2748
2590,3676
2591,1248
2592,2848
2593,3099
2594,3148
2595,2681
2596,2418
2597,1200
2598,3241
2599,1887
2600,4117
2601,719
2602,760
2603,3216
2604,5141
2605,1553
2606,4974
2607,422
2608,3676
2609,541
2610,548
2611,3877
2612,3192
2613,2259
2614,3180
2615,2332
2616,1246
2617,4962
2618,1018
2619,1019
2620,2815
2621,4682
2622,3133
2623,782
2624,4791
2625,1910
2626,1932
2627,622
2628,1588
2629,1075
2630,3546
2631,2019
2632,2940
2633,2747
2634,730
2635,869
2636,4342
2637,1588
2638,2000
2639,4076
2640,3638
2641,936
2642,622
2643,918
2644,2077
2645,3636
2646,2639
2647,2635
2648,8516
2649,2340
2650,1672
2651,1654
2652,1698
2653,3723
2654,668
2655,4400
2656,3548
2657,4696
2658,560
2659,4055
2660,2405
2661,2845
2662,2234
2663,1148
2664,2855
2665,1672
2666,1881
2667,622
2668,14668
2669,2648
2670,3200
2671,1738
2672,2127
2673,1721
2674,1973
2675,3095
2676,1550
2677,4590
2678,2483
2679,6599
2680,1042
2681,2116
2682,2334
2683,4275
2684,2866
2685,968
2686,930
2687,2314
2688,2405
2689,1699
2690,2234
2691,3089
2692,5194
2693,691
2694,2940
2695,3852
2696,1075
2697,1978
2698,3540
2699,3846
2700,1900
2701,3022
2702,978
2703,3600
2704,3824
2705,2482
2706,9628
2707,4405
2708,2161
2709,2003
2710,2162
2711,823
2712,1796
2713,1689
2714,2799
2715,2762
2716,1159
2717,735
2718,2857
2719,3915
2720,1512
2721,1738
2722,1697
2723,2758
2724,1992
2725,2346
2726,3637
2727,2581
2728,1550
2729,984
2730,2332
2731,1632
2732,3444
2733,4400
2734,2456
2735,3063
2736,1220
2737,2004
2738,4599
2739,548
2740,2483
2741,2635
2742,3391
2743,742
2744,3382
2745,2841
2746,2799
2747,2359
2748,1588
2749,2845
2750,4974
2751,2302
2752,3512
2753,1379
2754,4808
2755,5719
2756,2141
2757,2023
2758,2512
2759,3723
2760,4065
2761,4791
2762,3192
2763,5972
2764,1893
2765,3028
2766,1749
2767,1796
2768,2940
2769,4774
2770,1245
2771,3340
2772,2687
2773,2762
2774,1148
2775,1906
2776,2216
2777,6592
2778,1621
2779,2938
2780,2042
2781,1358
2782,2596
2783,3018
2784,2239
2785,1223
2786,3023
2787,2986
2788,2848
2789,2715
2790,1174
2791,3748
2792,1018
2793,3798
2794,435
2795,2837
2796,1775
2797,4275
2798,1019
2799,1140
2800,2908
2801,1260
2802,3226
2803,984
2804,3135
2805,4368
2806,1730
2807,175
2808,3328
2809,852
2810,3846
2811,2005
2812,5901
2813,1543
2814,1647
2815,2132
2816,509
2817,6026
2818,404
2819,918
2820,2848
2821,2993
2822,1621
2823,1640
2824,2596
2825,1698
2826,3751
2827,2916
2828,3644
2829,5194
2830,3157
2831,1639
2832,6674
2833,517
2834,3398
2835,947
2836,3071
2837,3592
2838,3475
2839,1142
2840,1246
2841,1758
2842,3098
2843,1222
2844,5565
2845,4019
2846,863
2847,1118
2848,709
2849,2077
2850,2190
2851,1434
2852,2916
2853,5571
2854,1458
2855,3748
2856,1794
2857,3638
2858,3714
2859,1226
2860,3877
2861,2003
2862,4392
2863,1220
2864,4481
2865,1772
2866,805
2867,2018
2868,1746
2869,1651
2870,1698
2871,1970
2872,2916
2873,2003
2874,3473
2875,347
2876,592
2877,4242
2878,4014
2879,2761
2880,638
2881,3798
2882,7687
2883,1324
2884,2926
2885,1606
2886,2190
2887,3507
2888,3444
2889,2361
2890,4251
2891,3235
2892,4345
2893,1142
2894,1696
2895,4292
2896,3722
2897,2986
2898,703
2899,884
2900,9081
2901,4629
2902,3157
2903,2815
2904,2406
2905,499
2906,1840
2907,4128
2908,586
2909,1379
2910,3130
2911,1753
2912,3653
2913,2843
2914,1258
2915,3328
2916,2366
2917,2157
2918,4636
2919,835
2920,1714
2921,2261
2922,3023
2923,2344
2924,4367
2925,1491
2926,1672
2927,2727
2928,2199
2929,1411
2930,857
2931,2940
2932,2280
2933,2777
2934,667
2935,3226
2936,3884
2937,2179
2938,1726
2939,2018
2940,1456
2941,2003
2942,3632
2943,890
2944,2581
2945,864
2946,1246
2947,1058
2948,3840
2949,3475
2950,3340
2951,622
2952,2986
2953,5672
2954,541
2955,3144
2956,4481
2957,4082
2958,1200
2959,1075
2960,1220
2961,5565
2962,742
2963,1644
2964,683
2965,1621
2966,4087
2967,3016
2968,3180
2969,3970
2970,4367
2971,5387
2972,5766
2973,3166
2974,3812
2975,3970
2976,1831
2977,719
2978,1458
2979,911
2980,1446
2981,869
2982,5298
2983,1704
2984,3157
2985,1978
2986,5390
2987,3876
2988,1157
2989,2446
2990,4055
2991,2872
2992,2648
2993,3028
2994,3636
2995,1328
2996,3846
2997,1800
2998,984
2999,835
3000,3196
3001,4617
3002,1306
3003,764
3004,1379
3005,499
3006,1361
3007,1796
3008,5577
3009,3751
3010,1770
3011,1938
3012,541
3013,2926
3014,872
3015,2674
3016,3840
3017,2674
3018,2422
3019,1246
3020,4617
3021,3235
3022,2467
3023,3473
3024,3071
3025,4019
3026,6263
3027,663
3028,4116
3029,3116
3030,254
3031,3544
3032,1794
3033,3194
3034,3154
3035,1659
3036,3023
3037,1148
3038,119
3039,786
3040,2639
3041,2154
3042,708
3043,2161
3044,2132
3045,2727
3046,1553
3047,384
3048,1456
3049,4269
3050,1699
3051,2505
3052,852
3053,594
3054,3686
3055,966
3056,830
3057,1840
3058,3311
3059,1220
3060,2639
3061,5085
3062,1794
3063,4369
3064,4962
3065,4808
3066,6444
3067,6428
3068,968
3069,915
3070,1200
3071,4735
3072,3157
3073,3116
3074,760
3075,1457
3076,764
3077,2747
3078,3939
3079,2324
3080,2341
3081,2972
3082,1084
3083,2867
3084,2799
3085,2006
3086,2127
3087,461
3088,1087
3089,885
3090,1258
3091,4920
3092,2480
3093,175
3094,2799
3095,4392
3096,1840
3097,2777
3098,2190
3099,2758
3100,3089
3101,1363
3102,3869
3103,1672
3104,4169
3105,970
3106,790
3107,852
3108,1100
3109,1553
3110,1900
3111,4791
3112,2162
3113,863
3114,4720
3115,2411
3116,2340
3117,433
3118,599
3119,3335
3120,1258
3121,4179
3122,1770
3123,2986
3124,1222
3125,3340
3126,4079
3127,2584
3128,3961
3129,2762
3130,3512
3131,3523
3132,1456
3133,3827
3134,7248
3135,2216
3136,2990
3137,2936
3138,2456
3139,982
3140,691
3141,4629
3142,1246
3143,4065
3144,3798
3145,1248
3146,3256
3147,1770
3148,2401
3149,1456
3150,1746
3151,2003
3152,151
3153,1906
3154,3444
3155,3644
3156,4623
3157,2161
3158,1458
3159,1179
3160,622
3161,6428
3162,2184
3163,2837
3164,2780
3165,1277
3166,2483
3167,926
3168,1446
3169,2907
3170,1000
3171,947
3172,3077
3173,2982
3174,1159
3175,936
3176,3475
3177,5529
3178,692
3179,1606
3180,4405
3181,3550
3182,3168
3183,3548
3184,3548
3185,2234
3186,3548
3187,3961
3188,1075
3189,4920
3190,3222
3191,1746
3192,6026
3193,3468
3194,3869
3195,2815
3196,6231
3197,2672
3198,726
3199,2521
3200,3782
3201,1170
3202,1408
3203,3301
3204,2340
3205,4623
3206,3192
3207,3459
3208,785
3209,1392
3210,692
3211,2439
3212,4356
3213,1807
3214,2184
3215,2294
3216,5933
3217,2373
3218,782
3219,4016
3220,4818
3221,1424
3222,2254
3223,2040
3224,3154
3225,963
3226,887
3227,703
3228,1415
3229,1661
3230,313
3231,1117
3232,2373
3233,2451
3234,1570
3235,1543
3236,3340
3237,5659
3238,5901
3239,2843
3240,347
3241,2609
3242,730
3243,3318
3244,3751
3245,1920
3246,2314
3247,3555
3248,2857
3249,2261
3250,2256
3251,885
3252,2936
3253,1526
3254,8516
3255,2753
3256,3250
3257,1796
3258,1794
3259,1873
3260,727
3261,2926
3262,735
3263,3942
3264,1066
3265,2624
3266,1770
3267,1415
3268,3939
3269,1358
3270,2993
3271,418
3272,4183
3273,5298
3274,1283
3275,703
3276,1673
3277,2820
3278,2986
3279,4014
3280,1796
3281,915
3282,1585
3283,1585
3284,2003
3285,692
3286,174
3287,2302
3288,1328
3289,4183
3290,3592
3291,499
3292,596
3293,2401
3294,3328
3295,3876
3296,454
3297,4228
3298,1036
3299,1746
3300,4228
3301,1458
3302,3682
3303,3951
3304,6599
3305,641
3306,2648
3307,1606
3308,4117
3309,509
3310,2334
3311,785
3312,775
3313,1253
3314,2184
3315,2590
3316,2758
3317,2750
3318,3843
3319,4034
3320,587
3321,627
3322,2848
3323,885
3324,653
3325,2562
3326,982
3327,4091
3328,5188
3329,3168
3330,1161
3331,921
3332,2926
3333,1199
3334,509
3335,201
3336,1807
3337,2972
3338,2835
3339,1260
3340,2199
3341,3256
3342,3196
3343,717
3344,509
3345,3578
3346,708
3347,1570
3348,5956
3349,3548
3350,763
3351,4342
3352,1174
3353,5194
3354,2446
3355,1654
3356,1347
3357,3116
3358,1761
3359,2676
3360,1379
3361,2857
3362,432
3363,2478
3364,1101
3365,753
3366,2748
3367,982
3368,2446
3369,3340
3370,692
3371,1003
3372,4022
3373,763
3374,2161
3375,3193
3376,2584
3377,1659
3378,2815
3379,4283
3380,3328
3381,3548
3382,4065
3383,3951
3384,2446
3385,5901
3386,4082
3387,1526
3388,4808
3389,3877
3390,2105
3391,2575
3392,2993
3393,763
3394,2005
3395,4617
3396,2395
3397,1456
3398,4367
3399,982
3400,857
3401,1100
3402,4292
3403,1640
3404,936
3405,2468
3406,3018
3407,2982
3408,2480
3409,76
3410,1578
3411,1794
3412,1882
3413,1639
3414,2446
3415,3099
3416,4046
3417,2986
3418,579
3419,586
3420,3843
3421,508
3422,5019
3423,2866
3424,4405
3425,586
3426,3200
3427,1808
3428,1260
3429,1758
3430,1415
3431,3840
3432,1392
3433,1553
3434,5194
3435,942
3436,2739
3437,915
3438,3546
3439,1417
3440,2495
3441,1256
3442,3146
3443,2875
3444,4629
3445,6592
3446,3939
3447,3876
3448,4016
3449,1673
3450,3089
3451,4629
3452,2505
3453,1699
3454,1978
3455,1273
3456,1256
3457,3589
3458,3540
3459,1796
3460,4682
3461,3444
3462,3512
3463,627
3464,2809
3465,3951
3466,1887
3467,1794
3468,4128
3469,6887
3470,2000
3471,4116
3472,763
3473,4481
3474,347
3475,1796
3476,2200
3477,3485
3478,3824
3479,1612
3480,2672
3481,1777
3482,2715
3483,1794
3484,5022
3485,4065
3486,731
3487,6887
3488,2340
3489,2334
3490,2433
3491,2845
3492,2762
3493,5299
3494,2554
3495,591
3496,873
3497,785
3498,2690
3499,974
3500,2926
3501,3939
3502,1289
3503,2583
3504,2294
3505,1142
3506,1117
3507,4516
3508,653
3509,667
3510,2722
3511,3193
3512,1749
3513,2140
3514,1379
3515,3722
3516,586
3517,2750
3518,2640
3519,4947
3520,560
3521,890
3522,4022
3523,4636
3524,3592
3525,4292
3526,2259
3527,4682
3528,3196
3529,1415
3530,2690
3531,1117
3532,1200
3533,1256
3534,2940
3535,1796
3536,2583
3537,4742
3538,2866
3539,2750
3540,5577
3541,2141
3542,1597
3543,1775
3544,5283
3545,4369
3546,1270
3547,2405
3548,736
3549,3638
3550,237
3551,3193
3552,587
3553,6026
3554,4833
3555,354
3556,1140
3557,3089
3558,1775
3559,2799
3560,1392
3561,4356
3562,517
3563,2815
3564,1258
3565,728
3566,3028
3567,650
3568,1597
3569,2042
3570,668
3571,653
3572,1753
3573,1220
3574,950
3575,1543
3576,1237
3577,4516
3578,3089
3579,3257
3580,863
3581,3970
3582,1526
3583,4043
3584,2161
3585,1395
3586,2003
3587,1222
3588,1844
3589,5298
3590,2455
3591,3222
3592,2322
3593,1221
3594,757
3595,5886
3596,3452
3597,1270
3598,3605
3599,2635
3600,3398
3601,1730
3602,3546
3603,4079
3604,1094
3605,1142
3606,3340
3607,2580
3608,2937
3609,984
3610,1719
3611,2936
3612,3398
3613,2596
3614,5766
3615,3063
3616,3475
3617,1673
3618,3592
3619,1051
3620,1208
3621,6887
3622,3023
3623,3226
3624,3512
3625,982
3626,1159
3627,541
3628,4659
3629,1973
3630,1673
3631,1550
3632,2468
3633,674
3634,2575
3635,4623
3636,3578
3637,1208
3638,5314
3639,1094
3640,1159
3641,2781
3642,1018
3643,1597
3644,812
3645,4014
3646,936
3647,499
3648,1896
3649,3133
3650,2395
3651,2848
3652,2937
3653,1161
3654,2591
3655,1776
3656,1258
3657,947
3658,4496
3659,4066
3660,2127
3661,1580
3662,2986
3663,1719
3664,2340
3665,5482
3666,2884
3667,1721
3668,2483
3669,3651
3670,730
3671,3322
3672,581
3673,3217
3674,1570
3675,3592
3676,2069
3677,4481
3678,2809
3679,1100
3680,4286
3681,3256
3682,5314
3683,1342
3684,726
3685,9081
3686,3915
3687,3154
3688,4228
3689,3236
3690,2671
3691,347
3692,3058
3693,936
3694,1148
3695,3592
3696,790
3697,4345
3698,1253
3699,708
3700,1900
3701,3311
3702,2596
3703,5886
3704,4179
3705,232
3706,2467
3707,760
3708,2971
3709,1199
3710,2324
3711,1270
3712,1179
3713,1273
3714,3116
3715,3714
3716,3023
3717,1970
3718,2762
3719,782
3720,1018
3721,5577
3722,1900
3723,753
3724,1896
3725,1150
3726,4046
3727,1738
3728,2799
3729,1587
3730,1457
3731,7255
3732,592
3733,726
3734,3196
3735,3523
3736,1394
3737,2239
3738,668
3739,3196
3740,2003
3741,2777
3742,1159
3743,1698
3744,9081
3745,1256
3746,2823
3747,2120
3748,4292
3749,1844
3750,2758
3751,1621
3752,2411
3753,6924
3754,1256
3755,3653
3756,4599
3757,2982
3758,926
3759,1417
3760,2993
3761,4617
3762,2374
3763,404
3764,4696
3765,5098
3766,388
3767,1654
3768,1256
3769,1058
3770,863
3771,1415
3772,4844
3773,876
3774,2187
3775,2467
3776,1661
3777,2521
3778,2467
3779,2572
3780,3475
3781,3782
3782,2040
3783,663
3784,4590
3785,1221
3786,3877
3787,942
3788,2306
3789,1018
3790,1553
3791,1179
3792,404
3793,5565
3794,2161
3795,2234
3796,3112
3797,254
3798,4128
3799,1526
3800,201
3801,2750
3802,4941
3803,674
3804,1159
3805,1424
3806,3798
3807,1704
3808,667
3809,3157
3810,5098
3811,711
3812,2077
3813,726
3814,1896
3815,3023
3816,4818
3817,785
3818,1415
3819,2908
3820,3632
3821,890
3822,1943
3823,4791
3824,1427
3825,4082
3826,2799
3827,2018
3828,3869
3829,1223
3830,2491
3831,3604
3832,757
3833,1937
3834,5644
3835,835
3836,947
3837,1066
3838,843
3839,3993
3840,742
3841,2916
3842,7839
3843,4066
3844,3985
3845,4392
3846,1424
3847,1729
3848,1844
3849,1632
3850,1672
3851,5529
3852,3644
3853,6444
3854,3123
3855,517
3856,7839
3857,432
3858,1526
3859,2635
3860,2750
3861,5098
3862,863
3863,926
3864,2537
3865,2781
3866,3118
3867,1746
3868,1654
3869,3569
3870,1358
3871,3022
3872,1661
3873,3041
3874,2001
3875,2403
3876,6973
3877,3028
3878,6143
3879,3311
3880,909
3881,1858
3882,1424
3883,1906
3884,4046
3885,622
3886,1254
3887,509
3888,4623
3889,760
3890,2823
3891,1306
3892,499
3893,2306
3894,2777
3895,3843
3896,3464
3897,683
3898,83
3899,2596
3900,3192
3901,4292
3902,1921
3903,2132
3904,947
3905,1621
3906,2361
3907,1882
3908,1000
3909,6444
3910,910
3911,2234
3912,3485
3913,2314
3914,6973
3915,2222
3916,4019
3917,2359
3918,3684
3919,475
3920,3782
3921,708
3922,4369
3923,3546
3924,354
3925,3840
3926,3171
3927,726
3928,936
3929,995
3930,2480
3931,3063
3932,2886
3933,4016
3934,4368
3935,1003
3936,710
3937,2758
3938,1777
3939,1726
3940,1588
3941,2340
3942,560
3943,3164
3944,857
3945,2269
3946,2547
3947,1570
3948,2322
3949,1775
3950,3600
3951,3398
3952,2483
3953,4269
3954,1373
3955,2739
3956,3081
3957,1651
3958,2418
3959,6444
3960,2000
3961,1289
3962,4430
3963,4228
3964,2857
3965,784
3966,2547
3967,287
3968,2845
3969,785
3970,2684
3971,627
3972,548
3973,2175
3974,2005
3975,3507
3976,2670
3977,3148
3978,2374
3979,3236
3980,624
3981,2480
3982,1563
3983,1408
3984,1987
3985,3578
3986,1334
3987,2018
3988,1363
3989,885
3990,4014
3991,1170
3992,3676
3993,1456
3994,1358
3995,2982
3996,1208
3997,970
3998,2069
3999,2506
4000,7028
4001,674
4002,1227
4003,785
4004,2866
4005,5565
4006,2000
4007,1220
4008,2875
4009,3458
4010,5298
4011,4310
4012,5194
4013,4601
4014,622
4015,2849
4016,1208
4017,3058
4018,3022
4019,691
4020,2234
4021,3458
4022,2747
4023,2483
4024,6924
4025,1595
4026,4283
4027,4623
4028,2374
4029,6143
4030,6428
4031,1273
4032,461
4033,2482
4034,2482
4035,1157
4036,3200
4037,2032
4038,2581
4039,1721
4040,4742
4041,237
4042,4079
4043,1395
4044,2132
4045,2032
4046,14668
4047,1611
4048,3369
4049,2982
4050,3637
4051,2322
4052,3171
4053,5886
4054,3485
4055,3250
4056,1738
4057,2750
4058,3931
4059,1654
4060,2411
4061,83
4062,703
4063,2467
4064,2687
4065,2344
4066,2127
4067,2005
4068,966
4069,835
4070,1446
4071,1580
4072,1615
4073,823
4074,2003
4075,863
4076,2575
4077,2037
4078,3200
4079,1621
4080,2254
4081,3157
4082,1220
4083,3157
4084,6924
4085,1985
4086,1920
4087,1424
4088,3475
4089,785
4090,915
4091,4292
4092,726
4093,1702
4094,4405
4095,461
4096,287
4097,2907
4098,2750
4099,1441
4100,1799
4101,2758
4102,3869
4103,1553
4104,3318
4105,4345
4106,2076
4107,1395
4108,2682
4109,2455
4110,1310
4111,2256
4112,3782
4113,1906
4114,3993
4115,2433
4116,1794
4117,3843
4118,4818
4119,634
4120,1761
4121,4941
4122,1758
4123,237
4124,517
4125,1808
4126,4421
4127,4065
4128,1721
4129,1796
4130,2346
4131,1101
4132,5886
4133,1644
4134,3842
4135,1835
4136,2835
4137,1749
4138,5019
4139,3812
4140,1000
4141,691
4142,2280
4143,3168
4144,2665
4145,3192
4146,2676
4147,1920
4148,730
4149,3970
4150,3200
4151,1639
4152,4091
4153,1673
4154,725
4155,1148
4156,3154
4157,3869
4158,1227
4159,3066
4160,4516
4161,1597
4162,404
4163,3130
4164,2332
4165,3604
4166,4400
4167,1721
4168,2482
4169,1018
4170,2467
4171,4971
4172,3192
4173,4169
4174,3869
4175,1199
4176,1777
4177,3130
4178,2609
4179,3398
4180,1761
4181,936
4182,1293
4183,1753
4184,587
4185,2516
4186,2723
4187,1702
4188,2401
4189,2453
4190,3144
4191,2088
4192,1796
4193,887
4194,1424
4195,2366
4196,1159
4197,2127
4198,3915
4199,674
4200,2088
4201,805
4202,3130
4203,2484
4204,4269
4205,4822
4206,1395
4207,823
4208,1799
4209,618
4210,5482
4211,3116
4212,531
4213,984
4214,4742
4215,3190
4216,4696
4217,3475
4218,2403
4219,5901
4220,1255
4221,287
4222,1640
4223,4962
4224,4345
4225,1363
4226,1563
4227,1840
4228,1840
4229,4169
4230,1270
4231,4601
4232,2753
4233,4791
4234,4599
4235,676
4236,4066
4237,1840
4238,5482
4239,2405
4240,1699
4241,1457
4242,1726
4243,594
4244,3018
4245,2220
4246,2687
4247,3089
4248,2259
4249,735
4250,237
4251,3023
4252,7219
4253,3507
4254,3931
4255,1973
4256,2583
4257,4342
4258,782
4259,2999
4260,2332
4261,2761
4262,2554
4263,869
4264,1987
4265,942
4266,1831
4267,950
4268,2491
4269,3099
4270,1417
4271,5314
4272,1918
4273,3798
4274,1752
4275,4275
4276,3827
4277,1358
4278,1873
4279,709
4280,8516
4281,764
4282,2936
4283,1446
4284,759
4285,2220
4286,3475
4287,4920
4288,5577
4289,995
4290,1491
4291,2945
4292,6428
4293,2742
4294,1036
4295,1211
4296,400
4297,2260
4298,2374
4299,4283
4300,2467
4301,2584
4302,4016
4303,2843
4304,2799
4305,4599
4306,2042
4307,1406
4308,784
4309,2401
4310,1018
4311,1222
4312,1500
4313,2823
4314,869
4315,1174
4316,1306
4317,1174
4318,2993
4319,2280
4320,1749
4321,1770
4322,5901
4323,1417
4324,3222
4325,4169
4326,1761
4327,2581
4328,1256
4329,3688
4330,887
4331,1775
4332,2866
4333,1720
4334,1286
4335,1042
4336,1673
4337,725
4338,997
4339,3318
4340,1256
4341,2340
4342,2483
4343,2003
4344,2167
4345,3459
4346,2141
4347,1260
4348,3840
4349,5972
4350,3637
4351,3099
4352,5644
4353,5972
4354,1542
4355,2852
4356,3717
4357,4947
4358,3840
4359,2446
4360,1444
4361,2982
4362,3940
4363,3475
4364,2608
4365,388
4366,667
4367,1361
4368,2358
4369,2581
4370,3398
4371,2884
4372,2032
4373,76
4374,3144
4375,2368
4376,2547
4377,5451
4378,2575
4379,1960
4380,598
4381,3876
4382,1415
4383,2234
4384,449
4385,1258
4386,1593
4387,1310
4388,4636
4389,1844
4390,1441
4391,175
4392,6263
4393,2575
4394,995
4395,1324
4396,2395
4397,3544
4398,5784
4399,4518
4400,653
4401,1118
4402,1887
4403,3081
4404,3008
4405,119
4406,963
4407,757
4408,2843
4409,5577
4410,3028
4411,2005
4412,1248
4413,3684
4414,2411
4415,2843
4416,1491
4417,2127
4418,1390
4419,5202
4420,1150
4421,2003
4422,835
4423,3217
4424,709
4425,915
4426,2715
4427,2799
4428,531
4429,3589
4430,1992
4431,1794
4432,1456
4433,2715
4434,1258
4435,4659
4436,432
4437,4255
4438,1036
4439,5085
4440,1408
4441,835
4442,4673
4443,1019
4444,926
4445,2848
4446,2872
4447,400
4448,3157
4449,4065
4450,5188
4451,3714
4452,5547
4453,918
4454,4941
4455,863
4456,4342
4457,785
4458,4774
4459,3071
4460,1369
4461,4292
4462,683
4463,3192
4464,2884
4465,3578
4466,1358
4467,910
4468,1775
4469,3842
4470,2848
4471,708
4472,2383
4473,3157
4474,5577
4475,1310
4476,1456
4477,2557
4478,1844
4479,1794
4480,4046
4481,2468
4482,541
4483,2815
4484,2748
4485,3257
4486,2596
4487,1699
4488,4367
4489,1654
4490,1324
4491,2750
4492,4117
4493,915
4494,2794
4495,2844
4496,1661
4497,4941
4498,2926
4499,473
4500,2972
4501,934
4502,9628
4503,1491
4504,587
4505,5085
4506,4974
4507,4941
4508,3256
4509,2077
4510,4016
4511,708
4512,1246
4513,596
4514,3723
4515,2411
4516,4696
4517,3107
4518,400
4519,2848
4520,1003
4521,1823
4522,719
4523,2635
4524,3016
4525,974
4526,1761
4527,1918
4528,6592
4529,3513
4530,691
4531,1621
4532,1672
4533,5299
4534,4833
4535,2359
4536,1220
4537,9081
4538,2684
4539,2406
4540,2361
4541,812
4542,388
4543,2681
4544,1075
4545,2596
4546,3397
4547,3659
4548,3842
4549,3798
4550,3429
4551,2682
4552,2184
4553,3148
4554,1702
4555,1200
4556,531
4557,864
4558,2753
4559,655
4560,2332
4561,3318
4562,885
4563,2596
4564,676
4565,1745
4566,4405
4567,742
4568,3016
4569,2866
4570,2190
4571,4013
4572,6231
4573,2794
4574,2867
4575,3653
4576,3939
4577,634
4578,3369
4579,3761
4580,1611
4581,1018
4582,1882
4583,3877
4584,2003
4585,4481
4586,1640
4587,2256
4588,1400
4589,2259
4590,2596
4591,579
4592,1117
4593,5482
4594,1036
4595,3550
4596,2758
4597,2837
4598,4345
4599,934
4600,3335
4601,2872
4602,2726
4603,3452
4604,1925
4605,3546
4606,232
4607,692
4608,4659
4609,667
4610,2422
4611,3846
4612,2820
4613,3717
4614,1456
4615,3193
4616,3153
4617,2581
4618,2334
4619,1278
4620,3369
4621,432
4622,4791
4623,2635
4624,1294
4625,3798
4626,3130
4627,2190
4628,622
4629,1246
4630,2474
4631,4623
4632,5886
4633,3236
4634,3644
4635,2332
4636,2817
4637,8516
4638,1408
4639,2040
4640,2411
4641,859
4642,2478
4643,151
4644,3130
4645,1699
4646,1761
4647,2280
4648,1910
4649,966
4650,2403
4651,936
4652,3444
4653,928
4654,433
4655,3192
4656,2446
4657,2655
4658,2433
4659,174
4660,2018
4661,1597
4662,587
4663,2516
4664,3843
4665,985
4666,2132
4667,2403
4668,1342
4669,5918
4670,2217
4671,517
4672,1051
4673,3592
4674,624
4675,3236
4676,1896
4677,1220
4678,2439
4679,6444
4680,622
4681,4179
4682,2154
4683,3153
4684,1084
4685,4066
4686,3723
4687,1248
4688,2884
4689,2579
4690,760
4691,2246
4692,3222
4693,726
4694,1018
4695,2000
4696,812
